192.168.100.47
15:21
0
5
S;60S;Botanischer Garten 09:10;Seefischmarkt 08:40 • Hbf 08:52 • Dreiecksplatz 09:00 • Ansgarkirche 09:02 • Universität 09:05;08:36;-1
S;11;Pillauer Straße 08:43;Fachhochschule 08:38 • Hermannstr. 08:41;08:37;-1
S;11;Wik Kanal 09:27;Seefischmarkt 08:48 • Hbf 09:06 • Dreiecksplatz 09:14 • Ansgarkirche 09:16 • Elendsredder 09:23;08:43;-1
S;11;Pillauer Straße 08:51;Fachhochschule 08:46 • Hermannstr. 08:49;08:45;-1
F;F2;Reventloubrücke 09:06;Wellingdorf 08:54;08:48;-1
S;11;Wik Kanal 09:35;Seefischmarkt 08:56 • Hbf 09:14 • Dreiecksplatz 09:22 • Ansgarkirche 09:24 • Elendsredder 09:31;08:51;-1
S;60S;Botanischer Garten 09:25;Seefischmarkt 08:55 • Hbf 09:07 • Dreiecksplatz 09:15 • Ansgarkirche 09:17 • Universität 09:20;08:51;-1
S;11;Pillauer Straße 08:58;Fachhochschule 08:53 • Hermannstr. 08:56;08:52;-1
S;11;Wik Kanal 09:42;Seefischmarkt 09:03 • Hbf 09:21 • Dreiecksplatz 09:29 • Ansgarkirche 09:31 • Elendsredder 09:38;08:58;-1
S;11;Pillauer Straße 09:06;Fachhochschule 09:01 • Hermannstr. 09:04;09:00;-1
F;F2;Reventloubrücke 09:21 -> F1 Laboe ab 09:45;Wellingdorf 09:09;09:03;-1
S;11;Wik Kanal 09:50;Seefischmarkt 09:11 • Hbf 09:29 • Dreiecksplatz 09:37 • Ansgarkirche 09:39 • Elendsredder 09:46;09:06;-1
S;60S;Botanischer Garten 09:40;Seefischmarkt 09:10 • Hbf 09:22 • Dreiecksplatz 09:30 • Ansgarkirche 09:32 • Universität 09:35;09:06;-1
S;11;Pillauer Straße 09:13;Fachhochschule 09:08 • Hermannstr. 09:11;09:07;-1
S;11;Pillauer Straße 09:21;Fachhochschule 09:16 • Hermannstr. 09:19;09:15;-1
S;11;Wik Kanal 10:00;Seefischmarkt 09:21 • Hbf 09:39 • Dreiecksplatz 09:47 • Ansgarkirche 09:49 • Elendsredder 09:56;09:16;-1
F;F2;Reventloubrücke 09:36 -> F1 Laboe ab 09:45;Wellingdorf 09:24;09:18;-1
S;60S;Botanischer Garten 09:55;Seefischmarkt 09:25 • Hbf 09:37 • Dreiecksplatz 09:45 • Ansgarkirche 09:47 • Universität 09:50;09:21;-1
S;11;Pillauer Straße 09:28;Fachhochschule 09:23 • Hermannstr. 09:26;09:22;-1
S;11;Wik Kanal 10:10;Seefischmarkt 09:31 • Hbf 09:49 • Dreiecksplatz 09:57 • Ansgarkirche 09:59 • Elendsredder 10:06;09:26;-1
S;11;Pillauer Straße 09:36;Fachhochschule 09:31 • Hermannstr. 09:34;09:30;-1
